Receipt ID,Product ID,Supplier ID,Receipt Date,Quantity Received,Unit Cost
RC-017938,FUR-BO-1228,SUP-108,2024-08-05,408,194.95
RC-017939,FUR-BO-1228,SUP-108,2024-10-21,403,194.95
RC-017940,FUR-BO-1228,SUP-108,2025-01-06,408,194.95
RC-017941,FUR-BO-1228,SUP-108,2025-03-24,428,194.95
RC-017942,FUR-BO-1228,SUP-108,2025-06-09,425,194.95
RC-017943,FUR-BO-1228,SUP-108,2025-08-25,429,194.95
RC-017944,FUR-BO-1228,SUP-108,2025-11-10,440,194.95
RC-017945,OFF-PA-1229,SUP-108,2023-02-27,2825,22.91
RC-017946,OFF-PA-1229,SUP-108,2023-04-10,3006,22.91
RC-017947,OFF-PA-1229,SUP-108,2023-05-22,3070,22.91
RC-017948,OFF-PA-1229,SUP-108,2023-06-26,2596,22.91
RC-017949,OFF-PA-1229,SUP-108,2023-07-31,2576,22.91
RC-017950,OFF-PA-1229,SUP-108,2023-09-11,3036,22.91
RC-017951,OFF-PA-1229,SUP-108,2023-10-23,3000,22.91
RC-017952,OFF-PA-1229,SUP-108,2023-11-27,2599,22.91
RC-017953,OFF-PA-1229,SUP-108,2024-01-01,2551,22.91
RC-017954,OFF-PA-1229,SUP-108,2024-02-05,2562,22.91
RC-017955,OFF-PA-1229,SUP-108,2024-03-18,2983,22.91
RC-017956,OFF-PA-1229,SUP-108,2024-04-29,3031,22.91
RC-017957,OFF-PA-1229,SUP-108,2024-06-10,3043,22.91
RC-017958,OFF-PA-1229,SUP-108,2024-07-22,2982,22.91
RC-017959,OFF-PA-1229,SUP-108,2024-09-02,2964,22.91
RC-017960,OFF-PA-1229,SUP-108,2024-10-14,2955,22.91
RC-017961,OFF-PA-1229,SUP-108,2024-11-25,2968,22.91
RC-017962,OFF-PA-1229,SUP-108,2025-01-06,2958,22.91
RC-017963,OFF-PA-1229,SUP-108,2025-02-17,3045,22.91
RC-017964,OFF-PA-1229,SUP-108,2025-03-24,2594,22.91
RC-017965,OFF-PA-1229,SUP-108,2025-05-05,3048,22.91
RC-017966,OFF-PA-1229,SUP-108,2025-06-16,3057,22.91
RC-017967,OFF-PA-1229,SUP-108,2025-07-28,3048,22.91
RC-017968,OFF-PA-1229,SUP-108,2025-09-08,2983,22.91
RC-017969,OFF-PA-1229,SUP-108,2025-10-20,2985,22.91
RC-017970,OFF-PA-1229,SUP-108,2025-12-01,2980,22.91
RC-017971,TEC-MA-1230,SUP-103,2023-02-13,498,529.99
RC-017972,TEC-MA-1230,SUP-103,2023-05-08,487,529.99
RC-017973,TEC-MA-1230,SUP-103,2023-08-07,507,529.99
RC-017974,TEC-MA-1230,SUP-103,2023-10-30,504,529.99
RC-017975,TEC-MA-1230,SUP-103,2024-01-22,481,529.99
RC-017976,TEC-MA-1230,SUP-103,2024-04-22,498,529.99
RC-017977,TEC-MA-1230,SUP-103,2024-07-08,488,529.99
RC-017978,TEC-MA-1230,SUP-103,2024-09-30,487,529.99
RC-017979,TEC-MA-1230,SUP-103,2024-12-30,513,529.99
RC-017980,TEC-MA-1230,SUP-103,2025-03-24,489,529.99
RC-017981,TEC-MA-1230,SUP-103,2025-06-16,486,529.99
RC-017982,TEC-MA-1230,SUP-103,2025-09-08,487,529.99
RC-017983,TEC-MA-1230,SUP-103,2025-11-24,498,529.99
RC-017984,FUR-TA-1231,SUP-100,2023-03-06,85,254.54
RC-017985,FUR-TA-1231,SUP-100,2023-05-15,79,254.54
RC-017986,FUR-TA-1231,SUP-100,2023-08-07,85,254.54
RC-017987,FUR-TA-1231,SUP-100,2023-10-30,82,254.54
RC-017988,FUR-TA-1231,SUP-100,2024-01-15,79,254.54
RC-017989,FUR-TA-1231,SUP-100,2024-04-01,82,254.54
RC-017990,FUR-TA-1231,SUP-100,2024-06-03,81,254.54
RC-017991,FUR-TA-1231,SUP-100,2024-08-26,86,254.54
RC-017992,FUR-TA-1231,SUP-100,2024-11-04,81,254.54
RC-017993,FUR-TA-1231,SUP-100,2025-01-13,83,254.54
RC-017994,FUR-TA-1231,SUP-100,2025-03-31,78,254.54
RC-017995,FUR-TA-1231,SUP-100,2025-07-07,79,254.54
RC-017996,FUR-TA-1231,SUP-100,2025-09-15,80,254.54
RC-017997,FUR-TA-1231,SUP-100,2025-12-08,89,254.54
RC-017998,TEC-PH-1233,SUP-112,2023-02-20,527,537.55
RC-017999,TEC-PH-1233,SUP-112,2023-04-24,529,537.55
RC-018000,TEC-PH-1233,SUP-112,2023-06-26,533,537.55
RC-018001,TEC-PH-1233,SUP-112,2023-08-21,485,537.55
RC-018002,TEC-PH-1233,SUP-112,2023-10-23,523,537.55
RC-018003,TEC-PH-1233,SUP-112,2023-12-18,494,537.55
RC-018004,TEC-PH-1233,SUP-112,2024-02-12,478,537.55
RC-018005,TEC-PH-1233,SUP-112,2024-04-15,498,537.55
RC-018006,TEC-PH-1233,SUP-112,2024-06-17,528,537.55
RC-018007,TEC-PH-1233,SUP-112,2024-08-12,509,537.55
RC-018008,TEC-PH-1233,SUP-112,2024-10-14,525,537.55
RC-018009,TEC-PH-1233,SUP-112,2024-12-09,524,537.55
RC-018010,TEC-PH-1233,SUP-112,2025-02-10,523,537.55
RC-018011,TEC-PH-1233,SUP-112,2025-04-14,542,537.55
RC-018012,TEC-PH-1233,SUP-112,2025-06-16,500,537.55
RC-018013,TEC-PH-1233,SUP-112,2025-08-11,481,537.55
RC-018014,TEC-PH-1233,SUP-112,2025-10-13,535,537.55
RC-018015,TEC-PH-1233,SUP-112,2025-12-15,525,537.55
RC-018016,FUR-TA-1234,SUP-113,2023-02-20,173,262.11
RC-018017,FUR-TA-1234,SUP-113,2023-05-22,174,262.11
RC-018018,FUR-TA-1234,SUP-113,2023-08-07,176,262.11
RC-018019,FUR-TA-1234,SUP-113,2023-11-06,178,262.11
RC-018020,FUR-TA-1234,SUP-113,2024-01-29,169,262.11
RC-018021,FUR-TA-1234,SUP-113,2024-04-22,178,262.11
RC-018022,FUR-TA-1234,SUP-113,2024-07-15,167,262.11
RC-018023,FUR-TA-1234,SUP-113,2024-10-14,177,262.11
RC-018024,FUR-TA-1234,SUP-113,2025-01-06,168,262.11
RC-018025,FUR-TA-1234,SUP-113,2025-04-21,177,262.11
RC-018026,FUR-TA-1234,SUP-113,2025-07-14,173,262.11
RC-018027,FUR-TA-1234,SUP-113,2025-09-29,167,262.11
RC-018028,FUR-TA-1234,SUP-113,2025-12-15,166,262.11
RC-018029,OFF-AR-1235,SUP-105,2023-02-27,702,12.42
RC-018030,OFF-AR-1235,SUP-105,2023-04-24,696,12.42
RC-018031,OFF-AR-1235,SUP-105,2023-06-26,728,12.42
RC-018032,OFF-AR-1235,SUP-105,2023-08-21,726,12.42
RC-018033,OFF-AR-1235,SUP-105,2023-10-16,719,12.42
RC-018034,OFF-AR-1235,SUP-105,2023-12-11,705,12.42
RC-018035,OFF-AR-1235,SUP-105,2024-02-05,682,12.42
RC-018036,OFF-AR-1235,SUP-105,2024-04-01,691,12.42
RC-018037,OFF-AR-1235,SUP-105,2024-06-03,743,12.42
RC-018038,OFF-AR-1235,SUP-105,2024-07-29,702,12.42
RC-018039,OFF-AR-1235,SUP-105,2024-09-23,709,12.42
RC-018040,OFF-AR-1235,SUP-105,2024-11-25,776,12.42
RC-018041,OFF-AR-1235,SUP-105,2025-01-20,688,12.42
RC-018042,OFF-AR-1235,SUP-105,2025-03-17,707,12.42
RC-018043,OFF-AR-1235,SUP-105,2025-05-19,773,12.42
RC-018044,OFF-AR-1235,SUP-105,2025-07-21,750,12.42
RC-018045,OFF-AR-1235,SUP-105,2025-09-15,725,12.42
RC-018046,OFF-AR-1235,SUP-105,2025-11-17,772,12.42
RC-018047,TEC-PH-1236,SUP-109,2023-02-20,158,362.87
RC-018048,TEC-PH-1236,SUP-109,2023-04-24,154,362.87
RC-018049,TEC-PH-1236,SUP-109,2023-07-10,158,362.87
RC-018050,TEC-PH-1236,SUP-109,2023-09-25,156,362.87
RC-018051,TEC-PH-1236,SUP-109,2023-12-11,160,362.87
RC-018052,TEC-PH-1236,SUP-109,2024-02-19,153,362.87
RC-018053,TEC-PH-1236,SUP-109,2024-05-06,164,362.87
RC-018054,TEC-PH-1236,SUP-109,2024-07-15,155,362.87
RC-018055,TEC-PH-1236,SUP-109,2024-09-30,152,362.87
RC-018056,TEC-PH-1236,SUP-109,2024-12-09,155,362.87
RC-018057,TEC-PH-1236,SUP-109,2025-02-17,152,362.87
RC-018058,TEC-PH-1236,SUP-109,2025-05-05,156,362.87
RC-018059,TEC-PH-1236,SUP-109,2025-07-14,161,362.87
RC-018060,TEC-PH-1236,SUP-109,2025-09-22,153,362.87
RC-018061,TEC-PH-1236,SUP-109,2025-12-01,163,362.87
RC-018062,FUR-TA-1237,SUP-107,2023-01-30,160,315.83
RC-018063,FUR-TA-1237,SUP-107,2023-03-13,180,315.83
RC-018064,FUR-TA-1237,SUP-107,2023-04-17,156,315.83
RC-018065,FUR-TA-1237,SUP-107,2023-05-22,155,315.83
RC-018066,FUR-TA-1237,SUP-107,2023-06-26,154,315.83
RC-018067,FUR-TA-1237,SUP-107,2023-08-07,170,315.83
RC-018068,FUR-TA-1237,SUP-107,2023-09-11,152,315.83
RC-018069,FUR-TA-1237,SUP-107,2023-10-23,175,315.83
RC-018070,FUR-TA-1237,SUP-107,2023-12-04,158,315.83
RC-018071,FUR-TA-1237,SUP-107,2024-01-08,160,315.83
RC-018072,FUR-TA-1237,SUP-107,2024-02-19,172,315.83
RC-018073,FUR-TA-1237,SUP-107,2024-03-25,158,315.83
RC-018074,FUR-TA-1237,SUP-107,2024-04-29,176,315.83
RC-018075,FUR-TA-1237,SUP-107,2024-06-10,155,315.83
RC-018076,FUR-TA-1237,SUP-107,2024-07-22,163,315.83
RC-018077,FUR-TA-1237,SUP-107,2024-09-02,184,315.83
RC-018078,FUR-TA-1237,SUP-107,2024-10-07,163,315.83
RC-018079,FUR-TA-1237,SUP-107,2024-11-11,163,315.83
RC-018080,FUR-TA-1237,SUP-107,2024-12-23,168,315.83
RC-018081,FUR-TA-1237,SUP-107,2025-02-03,173,315.83
RC-018082,FUR-TA-1237,SUP-107,2025-03-17,178,315.83
RC-018083,FUR-TA-1237,SUP-107,2025-04-21,153,315.83
RC-018084,FUR-TA-1237,SUP-107,2025-05-26,169,315.83
RC-018085,FUR-TA-1237,SUP-107,2025-07-07,165,315.83
RC-018086,FUR-TA-1237,SUP-107,2025-08-11,159,315.83
RC-018087,FUR-TA-1237,SUP-107,2025-09-22,173,315.83
RC-018088,FUR-TA-1237,SUP-107,2025-10-20,160,315.83
RC-018089,FUR-TA-1237,SUP-107,2025-11-24,158,315.83
RC-018090,TEC-CO-1238,SUP-107,2023-02-13,126,496.87
RC-018091,TEC-CO-1238,SUP-107,2023-05-08,125,496.87
RC-018092,TEC-CO-1238,SUP-107,2023-07-31,131,496.87
RC-018093,TEC-CO-1238,SUP-107,2023-10-16,131,496.87
RC-018094,TEC-CO-1238,SUP-107,2023-12-25,127,496.87
RC-018095,TEC-CO-1238,SUP-107,2024-03-25,129,496.87
RC-018096,TEC-CO-1238,SUP-107,2024-06-10,125,496.87
RC-018097,TEC-CO-1238,SUP-107,2024-09-16,137,496.87
RC-018098,TEC-CO-1238,SUP-107,2024-12-02,125,496.87
RC-018099,TEC-CO-1238,SUP-107,2025-03-10,130,496.87
RC-018100,TEC-CO-1238,SUP-107,2025-06-09,133,496.87
RC-018101,TEC-CO-1238,SUP-107,2025-09-01,124,496.87
RC-018102,TEC-CO-1238,SUP-107,2025-11-10,128,496.87
RC-018103,OFF-AR-1239,SUP-104,2023-02-20,1199,12.28
RC-018104,OFF-AR-1239,SUP-104,2023-04-24,1235,12.28
RC-018105,OFF-AR-1239,SUP-104,2023-06-26,1199,12.28
RC-018106,OFF-AR-1239,SUP-104,2023-09-04,1273,12.28
RC-018107,OFF-AR-1239,SUP-104,2023-11-06,1189,12.28
RC-018108,OFF-AR-1239,SUP-104,2024-01-08,1227,12.28
RC-018109,OFF-AR-1239,SUP-104,2024-03-11,1234,12.28
RC-018110,OFF-AR-1239,SUP-104,2024-05-13,1204,12.28
RC-018111,OFF-AR-1239,SUP-104,2024-07-15,1192,12.28
RC-018112,OFF-AR-1239,SUP-104,2024-09-23,1308,12.28
RC-018113,OFF-AR-1239,SUP-104,2024-11-25,1206,12.28
RC-018114,OFF-AR-1239,SUP-104,2025-01-27,1261,12.28
RC-018115,OFF-AR-1239,SUP-104,2025-03-31,1193,12.28
RC-018116,OFF-AR-1239,SUP-104,2025-06-02,1200,12.28
RC-018117,OFF-AR-1239,SUP-104,2025-08-04,1211,12.28
RC-018118,OFF-AR-1239,SUP-104,2025-10-06,1244,12.28
RC-018119,OFF-AR-1239,SUP-104,2025-12-08,1223,12.28
RC-018120,OFF-AR-1240,SUP-102,2023-02-20,1557,25.09
RC-018121,OFF-AR-1240,SUP-102,2023-04-10,1542,25.09
RC-018122,OFF-AR-1240,SUP-102,2023-05-29,1558,25.09
RC-018123,OFF-AR-1240,SUP-102,2023-07-10,1427,25.09
RC-018124,OFF-AR-1240,SUP-102,2023-08-28,1562,25.09
RC-018125,OFF-AR-1240,SUP-102,2023-10-16,1545,25.09
RC-018126,OFF-AR-1240,SUP-102,2023-12-04,1548,25.09
RC-018127,OFF-AR-1240,SUP-102,2024-01-15,1415,25.09
RC-018128,OFF-AR-1240,SUP-102,2024-03-04,1599,25.09
RC-018129,OFF-AR-1240,SUP-102,2024-04-22,1625,25.09
RC-018130,OFF-AR-1240,SUP-102,2024-06-10,1547,25.09
RC-018131,OFF-AR-1240,SUP-102,2024-07-22,1452,25.09
RC-018132,OFF-AR-1240,SUP-102,2024-09-09,1543,25.09
RC-018133,OFF-AR-1240,SUP-102,2024-10-28,1571,25.09
RC-018134,OFF-AR-1240,SUP-102,2024-12-16,1522,25.09
RC-018135,OFF-AR-1240,SUP-102,2025-02-03,1571,25.09
RC-018136,OFF-AR-1240,SUP-102,2025-03-17,1427,25.09
RC-018137,OFF-AR-1240,SUP-102,2025-05-05,1579,25.09
RC-018138,OFF-AR-1240,SUP-102,2025-06-23,1537,25.09
RC-018139,OFF-AR-1240,SUP-102,2025-08-11,1623,25.09
RC-018140,OFF-AR-1240,SUP-102,2025-09-29,1613,25.09
RC-018141,OFF-AR-1240,SUP-102,2025-11-17,1639,25.09
RC-018142,OFF-AR-1241,SUP-110,2023-03-06,2125,22.79
RC-018143,OFF-AR-1241,SUP-110,2023-05-15,2141,22.79
RC-018144,OFF-AR-1241,SUP-110,2023-07-24,2205,22.79
RC-018145,OFF-AR-1241,SUP-110,2023-10-09,2311,22.79
RC-018146,OFF-AR-1241,SUP-110,2023-12-18,2182,22.79
RC-018147,OFF-AR-1241,SUP-110,2024-02-26,2200,22.79
RC-018148,OFF-AR-1241,SUP-110,2024-05-06,2117,22.79
RC-018149,OFF-AR-1241,SUP-110,2024-07-15,2122,22.79
RC-018150,OFF-AR-1241,SUP-110,2024-09-23,2174,22.79
RC-018151,OFF-AR-1241,SUP-110,2024-12-02,2180,22.79
RC-018152,OFF-AR-1241,SUP-110,2025-02-10,2180,22.79
RC-018153,OFF-AR-1241,SUP-110,2025-04-21,2195,22.79
RC-018154,OFF-AR-1241,SUP-110,2025-06-30,2182,22.79
RC-018155,OFF-AR-1241,SUP-110,2025-09-08,2168,22.79
RC-018156,OFF-AR-1241,SUP-110,2025-11-17,2187,22.79
RC-018157,TEC-PH-1242,SUP-108,2023-02-27,616,280.78
RC-018158,TEC-PH-1242,SUP-108,2023-05-22,680,280.78
RC-018159,TEC-PH-1242,SUP-108,2023-08-07,629,280.78
RC-018160,TEC-PH-1242,SUP-108,2023-10-30,667,280.78
RC-018161,TEC-PH-1242,SUP-108,2024-01-29,654,280.78
RC-018162,TEC-PH-1242,SUP-108,2024-04-29,662,280.78
RC-018163,TEC-PH-1242,SUP-108,2024-07-22,632,280.78
RC-018164,TEC-PH-1242,SUP-108,2024-10-14,619,280.78
RC-018165,TEC-PH-1242,SUP-108,2025-01-06,667,280.78
RC-018166,TEC-PH-1242,SUP-108,2025-03-24,636,280.78
RC-018167,TEC-PH-1242,SUP-108,2025-06-09,634,280.78
RC-018168,TEC-PH-1242,SUP-108,2025-08-25,646,280.78
RC-018169,TEC-PH-1242,SUP-108,2025-11-10,624,280.78
RC-018170,TEC-AC-1243,SUP-104,2023-02-13,560,171.66
RC-018171,TEC-AC-1243,SUP-104,2023-04-24,555,171.66
RC-018172,TEC-AC-1243,SUP-104,2023-07-03,551,171.66
RC-018173,TEC-AC-1243,SUP-104,2023-09-18,586,171.66
RC-018174,TEC-AC-1243,SUP-104,2023-11-27,544,171.66
RC-018175,TEC-AC-1243,SUP-104,2024-02-12,576,171.66
RC-018176,TEC-AC-1243,SUP-104,2024-04-29,584,171.66
RC-018177,TEC-AC-1243,SUP-104,2024-07-08,549,171.66
RC-018178,TEC-AC-1243,SUP-104,2024-09-23,578,171.66
RC-018179,TEC-AC-1243,SUP-104,2024-12-02,555,171.66
RC-018180,TEC-AC-1243,SUP-104,2025-02-10,562,171.66
RC-018181,TEC-AC-1243,SUP-104,2025-04-21,556,171.66
RC-018182,TEC-AC-1243,SUP-104,2025-06-30,589,171.66
RC-018183,TEC-AC-1243,SUP-104,2025-09-08,573,171.66
RC-018184,TEC-AC-1243,SUP-104,2025-11-17,589,171.66
RC-018185,OFF-AR-1244,SUP-110,2023-02-20,1427,16.22
RC-018186,OFF-AR-1244,SUP-110,2023-04-10,1352,16.22
RC-018187,OFF-AR-1244,SUP-110,2023-06-05,1461,16.22
RC-018188,OFF-AR-1244,SUP-110,2023-07-24,1341,16.22
RC-018189,OFF-AR-1244,SUP-110,2023-09-11,1361,16.22
RC-018190,OFF-AR-1244,SUP-110,2023-10-30,1366,16.22
RC-018191,OFF-AR-1244,SUP-110,2023-12-18,1331,16.22
RC-018192,OFF-AR-1244,SUP-110,2024-02-12,1508,16.22
RC-018193,OFF-AR-1244,SUP-110,2024-04-08,1481,16.22
RC-018194,OFF-AR-1244,SUP-110,2024-05-27,1330,16.22
RC-018195,OFF-AR-1244,SUP-110,2024-07-22,1463,16.22
RC-018196,OFF-AR-1244,SUP-110,2024-09-09,1345,16.22
RC-018197,OFF-AR-1244,SUP-110,2024-11-04,1509,16.22
RC-018198,OFF-AR-1244,SUP-110,2024-12-30,1470,16.22
RC-018199,OFF-AR-1244,SUP-110,2025-02-17,1422,16.22
RC-018200,OFF-AR-1244,SUP-110,2025-04-14,1443,16.22
RC-018201,OFF-AR-1244,SUP-110,2025-06-02,1331,16.22
RC-018202,OFF-AR-1244,SUP-110,2025-07-28,1436,16.22
RC-018203,OFF-AR-1244,SUP-110,2025-09-15,1355,16.22
RC-018204,OFF-AR-1244,SUP-110,2025-11-03,1349,16.22
RC-018205,FUR-TA-1245,SUP-108,2023-03-06,108,177.59
RC-018206,FUR-TA-1245,SUP-108,2023-05-22,120,177.59
RC-018207,FUR-TA-1245,SUP-108,2023-07-24,108,177.59
RC-018208,FUR-TA-1245,SUP-108,2023-10-02,118,177.59
RC-018209,FUR-TA-1245,SUP-108,2023-12-11,114,177.59
RC-018210,FUR-TA-1245,SUP-108,2024-02-12,112,177.59
RC-018211,FUR-TA-1245,SUP-108,2024-04-22,107,177.59
RC-018212,FUR-TA-1245,SUP-108,2024-07-01,114,177.59
RC-018213,FUR-TA-1245,SUP-108,2024-09-23,112,177.59
RC-018214,FUR-TA-1245,SUP-108,2024-12-02,109,177.59
RC-018215,FUR-TA-1245,SUP-108,2025-02-17,110,177.59
RC-018216,FUR-TA-1245,SUP-108,2025-04-28,109,177.59
RC-018217,FUR-TA-1245,SUP-108,2025-06-30,107,177.59
RC-018218,FUR-TA-1245,SUP-108,2025-09-15,114,177.59
RC-018219,FUR-TA-1245,SUP-108,2025-11-10,109,177.59
RC-018220,FUR-CH-1246,SUP-109,2023-03-13,115,249.59
RC-018221,FUR-CH-1246,SUP-109,2023-05-29,113,249.59
RC-018222,FUR-CH-1246,SUP-109,2023-08-07,109,249.59
RC-018223,FUR-CH-1246,SUP-109,2023-10-30,115,249.59
RC-018224,FUR-CH-1246,SUP-109,2024-01-08,112,249.59
RC-018225,FUR-CH-1246,SUP-109,2024-04-08,115,249.59
RC-018226,FUR-CH-1246,SUP-109,2024-06-17,112,249.59
RC-018227,FUR-CH-1246,SUP-109,2024-09-02,110,249.59
RC-018228,FUR-CH-1246,SUP-109,2024-11-18,115,249.59
RC-018229,FUR-CH-1246,SUP-109,2025-02-03,108,249.59
RC-018230,FUR-CH-1246,SUP-109,2025-04-07,106,249.59
RC-018231,FUR-CH-1246,SUP-109,2025-06-23,107,249.59
RC-018232,FUR-CH-1246,SUP-109,2025-09-08,107,249.59
RC-018233,FUR-CH-1246,SUP-109,2025-11-17,112,249.59
RC-018234,FUR-CH-1249,SUP-113,2023-03-06,144,113.19
RC-018235,FUR-CH-1249,SUP-113,2023-05-22,147,113.19
RC-018236,FUR-CH-1249,SUP-113,2023-08-07,140,113.19
RC-018237,FUR-CH-1249,SUP-113,2023-11-06,153,113.19
RC-018238,FUR-CH-1249,SUP-113,2024-01-29,153,113.19
RC-018239,FUR-CH-1249,SUP-113,2024-04-08,154,113.19
RC-018240,FUR-CH-1249,SUP-113,2024-06-24,150,113.19
RC-018241,FUR-CH-1249,SUP-113,2024-09-02,146,113.19
RC-018242,FUR-CH-1249,SUP-113,2024-11-18,151,113.19
RC-018243,FUR-CH-1249,SUP-113,2025-02-03,146,113.19
RC-018244,FUR-CH-1249,SUP-113,2025-04-28,145,113.19
RC-018245,FUR-CH-1249,SUP-113,2025-07-14,144,113.19
RC-018246,FUR-CH-1249,SUP-113,2025-09-15,148,113.19
RC-018247,FUR-CH-1249,SUP-113,2025-12-15,149,113.19
RC-018248,FUR-TA-1250,SUP-104,2023-02-13,234,97.02
RC-018249,FUR-TA-1250,SUP-104,2023-04-24,209,97.02
RC-018250,FUR-TA-1250,SUP-104,2023-07-10,214,97.02
RC-018251,FUR-TA-1250,SUP-104,2023-09-11,212,97.02
RC-018252,FUR-TA-1250,SUP-104,2023-12-04,224,97.02
RC-018253,FUR-TA-1250,SUP-104,2024-02-12,223,97.02
RC-018254,FUR-TA-1250,SUP-104,2024-04-22,219,97.02
RC-018255,FUR-TA-1250,SUP-104,2024-07-01,217,97.02
RC-018256,FUR-TA-1250,SUP-104,2024-09-16,224,97.02
RC-018257,FUR-TA-1250,SUP-104,2024-11-25,224,97.02
RC-018258,FUR-TA-1250,SUP-104,2025-02-03,213,97.02
RC-018259,FUR-TA-1250,SUP-104,2025-04-21,221,97.02
RC-018260,FUR-TA-1250,SUP-104,2025-06-23,210,97.02
RC-018261,FUR-TA-1250,SUP-104,2025-09-15,223,97.02
RC-018262,FUR-TA-1250,SUP-104,2025-12-01,221,97.02
RC-018263,OFF-LA-1252,SUP-103,2023-02-27,1057,24.14
RC-018264,OFF-LA-1252,SUP-103,2023-05-22,990,24.14
RC-018265,OFF-LA-1252,SUP-103,2023-08-14,1044,24.14
RC-018266,OFF-LA-1252,SUP-103,2023-11-06,1041,24.14
RC-018267,OFF-LA-1252,SUP-103,2024-02-05,1069,24.14
RC-018268,OFF-LA-1252,SUP-103,2024-04-29,1056,24.14
RC-018269,OFF-LA-1252,SUP-103,2024-07-29,1050,24.14
RC-018270,OFF-LA-1252,SUP-103,2024-10-14,990,24.14
RC-018271,OFF-LA-1252,SUP-103,2025-01-06,1036,24.14
RC-018272,OFF-LA-1252,SUP-103,2025-03-31,1010,24.14
RC-018273,OFF-LA-1252,SUP-103,2025-06-23,1063,24.14
RC-018274,OFF-LA-1252,SUP-103,2025-09-15,1018,24.14
RC-018275,OFF-LA-1252,SUP-103,2025-12-08,1063,24.14
RC-018276,TEC-PH-1253,SUP-107,2023-02-13,812,463.9
RC-018277,TEC-PH-1253,SUP-107,2023-05-15,825,463.9
RC-018278,TEC-PH-1253,SUP-107,2023-08-14,805,463.9
RC-018279,TEC-PH-1253,SUP-107,2023-11-13,839,463.9
RC-018280,TEC-PH-1253,SUP-107,2024-02-12,816,463.9
RC-018281,TEC-PH-1253,SUP-107,2024-05-13,837,463.9
RC-018282,TEC-PH-1253,SUP-107,2024-08-19,835,463.9
RC-018283,TEC-PH-1253,SUP-107,2024-11-18,800,463.9
RC-018284,TEC-PH-1253,SUP-107,2025-02-17,834,463.9
RC-018285,TEC-PH-1253,SUP-107,2025-05-12,805,463.9
RC-018286,TEC-PH-1253,SUP-107,2025-08-04,793,463.9
RC-018287,TEC-PH-1253,SUP-107,2025-11-03,814,463.9
RC-018288,TEC-AC-1254,SUP-100,2023-01-30,654,565.66
RC-018289,TEC-AC-1254,SUP-100,2023-03-20,723,565.66
RC-018290,TEC-AC-1254,SUP-100,2023-05-08,673,565.66
RC-018291,TEC-AC-1254,SUP-100,2023-06-26,689,565.66
RC-018292,TEC-AC-1254,SUP-100,2023-08-14,659,565.66
RC-018293,TEC-AC-1254,SUP-100,2023-10-02,723,565.66
RC-018294,TEC-AC-1254,SUP-100,2023-11-20,699,565.66
RC-018295,TEC-AC-1254,SUP-100,2024-01-08,714,565.66
RC-018296,TEC-AC-1254,SUP-100,2024-02-26,658,565.66
RC-018297,TEC-AC-1254,SUP-100,2024-04-15,685,565.66
RC-018298,TEC-AC-1254,SUP-100,2024-06-03,697,565.66
RC-018299,TEC-AC-1254,SUP-100,2024-07-22,679,565.66
RC-018300,TEC-AC-1254,SUP-100,2024-09-09,722,565.66
RC-018301,TEC-AC-1254,SUP-100,2024-10-28,675,565.66
RC-018302,TEC-AC-1254,SUP-100,2024-12-23,732,565.66
RC-018303,TEC-AC-1254,SUP-100,2025-02-10,663,565.66
RC-018304,TEC-AC-1254,SUP-100,2025-03-31,683,565.66
RC-018305,TEC-AC-1254,SUP-100,2025-05-19,673,565.66
RC-018306,TEC-AC-1254,SUP-100,2025-07-14,721,565.66
RC-018307,TEC-AC-1254,SUP-100,2025-09-01,670,565.66
RC-018308,TEC-AC-1254,SUP-100,2025-10-20,665,565.66
RC-018309,TEC-AC-1254,SUP-100,2025-12-08,687,565.66
RC-018310,OFF-BI-1255,SUP-112,2023-02-20,1306,30.08
RC-018311,OFF-BI-1255,SUP-112,2023-04-24,1359,30.08
RC-018312,OFF-BI-1255,SUP-112,2023-06-26,1330,30.08
RC-018313,OFF-BI-1255,SUP-112,2023-08-28,1335,30.08
RC-018314,OFF-BI-1255,SUP-112,2023-10-30,1314,30.08
RC-018315,OFF-BI-1255,SUP-112,2024-01-01,1279,30.08
RC-018316,OFF-BI-1255,SUP-112,2024-03-04,1331,30.08
RC-018317,OFF-BI-1255,SUP-112,2024-05-06,1303,30.08
RC-018318,OFF-BI-1255,SUP-112,2024-07-08,1281,30.08
RC-018319,OFF-BI-1255,SUP-112,2024-09-09,1358,30.08
RC-018320,OFF-BI-1255,SUP-112,2024-11-18,1356,30.08
RC-018321,OFF-BI-1255,SUP-112,2025-01-20,1355,30.08
RC-018322,OFF-BI-1255,SUP-112,2025-03-24,1317,30.08
RC-018323,OFF-BI-1255,SUP-112,2025-05-26,1327,30.08
RC-018324,OFF-BI-1255,SUP-112,2025-07-28,1334,30.08
RC-018325,OFF-BI-1255,SUP-112,2025-09-29,1266,30.08
RC-018326,OFF-BI-1255,SUP-112,2025-12-01,1366,30.08
RC-018327,TEC-AC-1256,SUP-100,2023-02-20,309,159.97
RC-018328,TEC-AC-1256,SUP-100,2023-04-10,294,159.97
RC-018329,TEC-AC-1256,SUP-100,2023-05-29,305,159.97
RC-018330,TEC-AC-1256,SUP-100,2023-07-24,299,159.97
RC-018331,TEC-AC-1256,SUP-100,2023-09-11,278,159.97
RC-018332,TEC-AC-1256,SUP-100,2023-10-30,293,159.97
