Product ID,Product Name,Category,Sub-Category,Warehouse,Supplier ID,Unit Cost,Lead Time Days,Avg Daily Demand,Safety Stock,Reorder Point,Beginning Stock,Current Stock,Last Restock Date
OFF-ST-1104,SimpleHouseware Bin,Office Supplies,Storage,South DC,SUP-108,15.07,11,2.33,12,38,117,37,2025-10-13
OFF-ST-1105,SimpleHouseware Bin,Office Supplies,Storage,South DC,SUP-113,11.13,11,18.19,182,382,1078,1032,2025-12-01
TEC-AC-1106,SanDisk Flash Drive,Technology,Accessories,West DC,SUP-104,425.91,4,3.87,27,42,195,11,2025-11-10
FUR-FU-1107,Eldon Desk Lamp,Furniture,Furnishings,South DC,SUP-109,153.93,4,1.21,13,18,85,18,2025-11-03
TEC-PH-1108,Samsung Galaxy,Technology,Phones,South DC,SUP-101,442.71,4,3.89,51,67,250,149,2025-11-10
OFF-LA-1109,Avery Labels,Office Supplies,Labels,South DC,SUP-106,10.26,8,20.1,281,442,1271,557,2025-11-17
OFF-LA-1110,Hon Label Maker Tape,Office Supplies,Labels,South DC,SUP-101,17.37,2,7.28,87,102,405,80,2025-10-20
FUR-FU-1112,Advantus Task Lamp,Furniture,Furnishings,Central DC,SUP-109,296.5,4,2.62,26,36,136,90,2025-12-15
TEC-AC-1113,Kensington Keyboard,Technology,Accessories,South DC,SUP-113,478.31,11,1.34,16,31,72,66,2025-11-24
OFF-ST-1115,Iris File Box,Office Supplies,Storage,South DC,SUP-105,19.19,21,13.51,149,433,681,286,2025-10-06
FUR-FU-1116,Eldon Desk Lamp,Furniture,Furnishings,South DC,SUP-110,196.43,16,2.86,23,69,205,69,2025-10-20
FUR-TA-1117,Bretford Conference Table,Furniture,Tables,South DC,SUP-110,273.11,18,1.65,18,48,96,77,2025-11-17
OFF-LA-1120,Avery Labels,Office Supplies,Labels,Central DC,SUP-107,24.16,15,24.61,320,689,1629,369,2025-10-27
FUR-BO-1121,O'Sullivan Bookcase,Furniture,Bookcases,East DC,SUP-109,186.42,5,1.4,20,27,79,28,2025-11-10
FUR-BO-1122,Sauder Bookcase,Furniture,Bookcases,South DC,SUP-102,285.32,15,2.4,19,55,154,98,2025-12-01
TEC-MA-1124,Lexmark Printer,Technology,Machines,East DC,SUP-100,332.78,18,0.94,8,25,58,24,2025-11-10
OFF-ST-1125,Fellowes Storage Box,Office Supplies,Storage,Central DC,SUP-110,8.51,16,6.66,40,147,318,322,2025-11-10
OFF-BI-1126,Avery Binder,Office Supplies,Binders,South DC,SUP-103,18.06,5,25.2,227,353,1794,889,2025-12-15
FUR-CH-1127,Global Task Chair,Furniture,Chairs,South DC,SUP-107,114.84,15,4.05,40,101,228,96,2025-12-08
TEC-PH-1128,Cisco IP Phone,Technology,Phones,Central DC,SUP-103,443.49,3,6.49,52,71,485,305,2025-11-24
OFF-LA-1129,Hon Label Maker Tape,Office Supplies,Labels,Central DC,SUP-105,24.52,18,5.9,83,189,412,205,2025-11-17
FUR-TA-1130,Chromcraft Round Table,Furniture,Tables,South DC,SUP-110,315.49,17,3.33,43,100,211,256,2025-12-22
FUR-TA-1131,Chromcraft Round Table,Furniture,Tables,West DC,SUP-113,308.39,8,3.05,15,39,203,25,2025-10-06
OFF-ST-1132,SimpleHouseware Bin,Office Supplies,Storage,Central DC,SUP-102,10.3,14,3.0,15,57,155,164,2025-12-22
OFF-BI-1133,GBC Binding System,Office Supplies,Binders,Central DC,SUP-110,27.93,15,22.2,222,555,1115,296,2025-11-03
OFF-ST-1134,Fellowes Storage Box,Office Supplies,Storage,South DC,SUP-114,28.27,14,12.17,146,316,662,165,2025-10-20
TEC-AC-1137,Logitech Mouse,Technology,Accessories,West DC,SUP-106,284.47,12,5.24,68,131,346,385,2025-12-08
FUR-BO-1138,Bush Cubix Bookcase,Furniture,Bookcases,South DC,SUP-114,351.12,13,0.34,4,8,29,18,2025-12-01
TEC-PH-1139,Samsung Galaxy,Technology,Phones,East DC,SUP-110,493.58,18,10.8,140,334,556,439,2025-11-10
TEC-PH-1141,Apple iPhone,Technology,Phones,East DC,SUP-102,274.99,14,4.65,65,130,331,194,2025-11-17
OFF-LA-1142,Hon Label Maker Tape,Office Supplies,Labels,Central DC,SUP-100,11.12,18,39.57,554,1266,2260,1205,2025-11-17
OFF-AR-1144,Bic Pens,Office Supplies,Art,West DC,SUP-100,9.5,16,28.22,282,734,1698,1482,2025-12-08
TEC-CO-1145,Hewlett Packard Copier,Technology,Copiers,West DC,SUP-113,314.97,12,4.23,51,102,225,166,2025-12-15
FUR-CH-1146,Global Task Chair,Furniture,Chairs,South DC,SUP-103,258.4,6,2.33,33,47,156,122,2025-12-08
TEC-MA-1147,Lexmark Printer,Technology,Machines,West DC,SUP-104,540.72,3,10.65,64,96,772,64,2025-10-20
FUR-TA-1148,Chromcraft Round Table,Furniture,Tables,West DC,SUP-108,187.77,7,0.66,7,12,41,6,2025-11-17
TEC-MA-1149,Zebra Label Printer,Technology,Machines,East DC,SUP-105,231.21,21,1.94,17,58,137,34,2025-12-01
TEC-MA-1150,Cubify 3D Printer,Technology,Machines,East DC,SUP-104,160.54,4,7.04,84,112,519,292,2025-12-22
FUR-CH-1151,Hbada Office Chair,Furniture,Chairs,West DC,SUP-108,300.91,11,3.01,36,69,162,52,2025-11-10
TEC-CO-1152,Canon Copier,Technology,Copiers,West DC,SUP-111,556.87,13,5.06,30,96,324,124,2025-10-27
OFF-LA-1153,Avery Labels,Office Supplies,Labels,East DC,SUP-103,25.06,5,12.32,172,234,867,419,2025-11-24
TEC-PH-1154,Apple iPhone,Technology,Phones,West DC,SUP-110,163.3,15,2.01,26,56,101,87,2025-12-22
FUR-TA-1155,Chromcraft Round Table,Furniture,Tables,West DC,SUP-105,205.55,22,1.6,19,54,85,78,2025-11-10
OFF-LA-1156,Hon Label Maker Tape,Office Supplies,Labels,West DC,SUP-100,14.9,19,27.18,381,897,1337,961,2025-12-01
TEC-PH-1157,Apple iPhone,Technology,Phones,Central DC,SUP-100,260.73,19,3.98,24,100,236,20,2025-11-17
OFF-BI-1158,GBC Binding System,Office Supplies,Binders,Central DC,SUP-103,18.47,5,14.68,117,190,871,661,2025-12-01
FUR-FU-1159,Advantus Task Lamp,Furniture,Furnishings,East DC,SUP-105,259.54,18,3.22,26,84,227,41,2025-11-03
FUR-TA-1160,Bretford Conference Table,Furniture,Tables,South DC,SUP-112,89.28,9,2.03,18,36,121,111,2025-11-24
TEC-AC-1161,Logitech Mouse,Technology,Accessories,West DC,SUP-112,332.04,8,4.09,20,53,287,119,2025-12-01
TEC-PH-1162,Apple iPhone,Technology,Phones,West DC,SUP-110,412.1,15,3.75,49,105,249,223,2025-12-22
TEC-CO-1164,Canon Copier,Technology,Copiers,South DC,SUP-111,297.22,13,8.28,66,174,477,346,2025-12-01
FUR-BO-1166,Bush Cubix Bookcase,Furniture,Bookcases,Central DC,SUP-108,105.65,11,0.52,5,11,29,35,2025-12-22
FUR-TA-1167,Bush Somerset Table,Furniture,Tables,Central DC,SUP-108,83.79,8,1.85,26,41,97,55,2025-11-17
OFF-ST-1168,Fellowes Storage Box,Office Supplies,Storage,Central DC,SUP-103,15.1,5,19.08,210,305,1417,438,2025-10-27
OFF-ST-1169,Fellowes Storage Box,Office Supplies,Storage,East DC,SUP-102,20.48,14,43.14,518,1122,2464,1868,2025-11-24
FUR-FU-1170,Eldon Desk Lamp,Furniture,Furnishings,South DC,SUP-105,88.24,21,1.51,20,52,90,57,2025-11-17
OFF-ST-1171,Iris File Box,Office Supplies,Storage,West DC,SUP-102,27.56,13,20.31,264,528,1102,358,2025-11-17
FUR-FU-1172,Advantus Task Lamp,Furniture,Furnishings,West DC,SUP-110,146.5,17,0.42,3,10,31,5,2025-11-03
TEC-AC-1173,Logitech Mouse,Technology,Accessories,East DC,SUP-112,280.36,9,8.08,113,186,369,422,2025-11-03
FUR-TA-1174,Bush Somerset Table,Furniture,Tables,South DC,SUP-104,235.08,2,6.26,31,44,287,163,2025-12-08
OFF-PA-1175,Boise Paper,Office Supplies,Paper,South DC,SUP-109,25.17,3,9.79,59,88,475,388,2025-12-22
TEC-MA-1177,Zebra Label Printer,Technology,Machines,West DC,SUP-112,335.66,9,5.66,28,79,294,313,2025-12-15
FUR-CH-1178,HON Executive Chair,Furniture,Chairs,South DC,SUP-114,319.89,16,3.49,24,80,193,33,2025-09-29
TEC-MA-1180,Zebra Label Printer,Technology,Machines,South DC,SUP-111,250.16,11,15.57,140,311,970,463,2025-10-20
OFF-PA-1181,Xerox Paper Ream,Office Supplies,Paper,West DC,SUP-100,30.71,16,9.92,99,258,729,468,2025-11-03
TEC-AC-1184,Kensington Keyboard,Technology,Accessories,East DC,SUP-105,300.23,22,4.83,53,159,358,115,2025-11-24
OFF-BI-1186,Wilson Jones Binder,Office Supplies,Binders,East DC,SUP-103,26.68,5,10.72,107,161,777,345,2025-11-10
OFF-BI-1188,Avery Binder,Office Supplies,Binders,Central DC,SUP-103,13.85,4,17.38,226,296,944,1477,2025-12-15
FUR-TA-1189,Bush Somerset Table,Furniture,Tables,West DC,SUP-112,86.31,9,1.61,21,35,87,106,2025-12-15
TEC-AC-1190,SanDisk Flash Drive,Technology,Accessories,South DC,SUP-112,175.68,7,17.93,179,305,1224,1403,2025-12-01
OFF-LA-1191,Hon Label Maker Tape,Office Supplies,Labels,West DC,SUP-101,11.94,4,7.43,89,119,540,266,2025-12-01
OFF-BI-1192,GBC Binding System,Office Supplies,Binders,East DC,SUP-105,13.49,22,29.81,328,984,1734,1095,2025-11-17
OFF-BI-1193,GBC Binding System,Office Supplies,Binders,East DC,SUP-106,26.17,8,40.98,369,697,2874,2088,2025-12-01
OFF-AR-1194,Bic Pens,Office Supplies,Art,West DC,SUP-102,15.18,16,27.75,388,832,1781,1414,2025-12-15
OFF-PA-1195,Boise Paper,Office Supplies,Paper,West DC,SUP-112,28.79,7,35.93,503,755,2269,1546,2025-12-01
OFF-AR-1196,Newell Highlighters,Office Supplies,Art,Central DC,SUP-102,18.65,14,1.49,13,34,90,63,2025-11-24
TEC-AC-1197,SanDisk Flash Drive,Technology,Accessories,Central DC,SUP-107,203.48,15,11.92,60,239,553,120,2025-11-10
TEC-PH-1198,Cisco IP Phone,Technology,Phones,West DC,SUP-114,476.97,15,4.33,26,91,304,145,2025-10-20
FUR-FU-1199,Eldon Desk Lamp,Furniture,Furnishings,Central DC,SUP-114,221.25,16,4.63,42,116,232,166,2025-12-01
OFF-BI-1200,Wilson Jones Binder,Office Supplies,Binders,East DC,SUP-112,23.17,5,10.29,134,185,653,229,2025-10-06
OFF-PA-1201,Boise Paper,Office Supplies,Paper,Central DC,SUP-113,24.44,12,10.49,73,199,708,163,2025-11-03
FUR-FU-1202,Advantus Task Lamp,Furniture,Furnishings,West DC,SUP-111,172.27,13,6.02,36,114,318,441,2025-12-08
FUR-FU-1203,Advantus Task Lamp,Furniture,Furnishings,Central DC,SUP-113,147.52,12,2.78,19,52,188,68,2025-12-01
TEC-MA-1204,Cubify 3D Printer,Technology,Machines,South DC,SUP-109,153.63,3,5.71,57,74,325,54,2025-10-20
OFF-ST-1205,Fellowes Storage Box,Office Supplies,Storage,West DC,SUP-105,26.53,21,95.47,1146,3151,4397,3554,2025-12-15
OFF-AR-1209,Sharpie Markers,Office Supplies,Art,East DC,SUP-112,18.87,5,25.69,206,334,1187,573,2025-10-27
OFF-PA-1210,HP Paper Ream,Office Supplies,Paper,West DC,SUP-114,11.44,15,1.44,7,29,78,105,2025-12-22
TEC-PH-1211,Samsung Galaxy,Technology,Phones,South DC,SUP-112,566.15,9,2.19,26,46,132,40,2025-09-29
OFF-AR-1212,Sharpie Markers,Office Supplies,Art,South DC,SUP-103,8.05,6,14.43,173,260,828,380,2025-11-24
TEC-CO-1214,Canon Copier,Technology,Copiers,East DC,SUP-109,153.71,2,19.24,212,250,1025,722,2025-11-24
OFF-BI-1215,Avery Binder,Office Supplies,Binders,West DC,SUP-102,29.18,13,1.25,8,24,93,11,2025-11-03
OFF-AR-1218,Sharpie Markers,Office Supplies,Art,South DC,SUP-113,15.15,11,31.85,223,573,1597,637,2025-10-13
TEC-CO-1219,Hewlett Packard Copier,Technology,Copiers,East DC,SUP-100,158.89,16,7.28,51,167,420,169,2025-11-10
TEC-AC-1222,Kensington Keyboard,Technology,Accessories,Central DC,SUP-105,251.85,19,15.2,198,487,780,1164,2025-12-22
TEC-MA-1223,Zebra Label Printer,Technology,Machines,South DC,SUP-102,218.31,16,3.34,17,70,182,32,2025-11-10
TEC-AC-1224,Kensington Keyboard,Technology,Accessories,West DC,SUP-100,351.6,17,6.2,81,186,383,269,2025-10-20
OFF-AR-1225,Bic Pens,Office Supplies,Art,West DC,SUP-110,20.37,17,41.91,210,922,2729,2120,2025-11-17
TEC-AC-1226,Kensington Keyboard,Technology,Accessories,West DC,SUP-114,207.71,13,3.48,42,87,245,124,2025-12-01
OFF-PA-1227,Xerox Paper Ream,Office Supplies,Paper,West DC,SUP-110,29.52,14,22.68,318,636,1162,1541,2025-11-24
FUR-BO-1228,O'Sullivan Bookcase,Furniture,Bookcases,East DC,SUP-108,194.95,9,5.34,43,91,256,232,2025-11-10
OFF-PA-1229,Boise Paper,Office Supplies,Paper,West DC,SUP-108,22.91,8,72.81,874,1456,5175,1945,2025-12-01
TEC-MA-1230,Cubify 3D Printer,Technology,Machines,Central DC,SUP-103,529.99,7,5.81,70,111,307,388,2025-11-24
FUR-TA-1231,Bush Somerset Table,Furniture,Tables,East DC,SUP-100,254.54,18,1.06,11,30,69,71,2025-12-08
TEC-PH-1233,Cisco IP Phone,Technology,Phones,South DC,SUP-112,537.55,9,8.54,85,162,534,521,2025-12-15
FUR-TA-1234,Bush Somerset Table,Furniture,Tables,West DC,SUP-113,262.11,11,2.01,18,40,122,165,2025-12-15
OFF-AR-1235,Bic Pens,Office Supplies,Art,East DC,SUP-105,12.42,21,12.4,87,347,848,325,2025-11-17
TEC-PH-1236,Apple iPhone,Technology,Phones,South DC,SUP-109,362.87,2,2.21,31,35,149,118,2025-12-01
FUR-TA-1237,Bretford Conference Table,Furniture,Tables,South DC,SUP-107,315.83,15,4.42,62,128,204,106,2025-11-24
TEC-CO-1238,Canon Copier,Technology,Copiers,Central DC,SUP-107,496.87,14,1.54,9,31,74,79,2025-11-10
OFF-AR-1239,Newell Highlighters,Office Supplies,Art,West DC,SUP-104,12.28,4,19.13,96,173,1095,969,2025-12-08
OFF-AR-1240,Sharpie Markers,Office Supplies,Art,South DC,SUP-102,25.09,13,32.12,257,675,1868,552,2025-11-17
OFF-AR-1241,Bic Pens,Office Supplies,Art,South DC,SUP-110,22.79,14,31.05,155,590,2272,1252,2025-11-17
TEC-PH-1242,Samsung Galaxy,Technology,Phones,South DC,SUP-108,280.78,9,7.8,39,109,512,339,2025-11-10
TEC-AC-1243,SanDisk Flash Drive,Technology,Accessories,West DC,SUP-104,171.66,2,7.88,47,63,367,279,2025-11-17
OFF-AR-1244,Sharpie Markers,Office Supplies,Art,South DC,SUP-110,16.22,15,26.99,378,783,1786,458,2025-11-03
FUR-TA-1245,Bretford Conference Table,Furniture,Tables,Central DC,SUP-108,177.59,10,1.57,17,33,115,64,2025-11-10
FUR-CH-1246,Hbada Office Chair,Furniture,Chairs,West DC,SUP-109,249.59,3,1.45,14,18,112,49,2025-11-17
FUR-CH-1249,Hbada Office Chair,Furniture,Chairs,West DC,SUP-113,113.19,11,1.83,11,31,137,139,2025-12-15
FUR-TA-1250,Bush Somerset Table,Furniture,Tables,East DC,SUP-104,97.02,4,2.96,30,42,177,156,2025-12-01
OFF-LA-1252,Avery Labels,Office Supplies,Labels,West DC,SUP-103,24.14,4,12.18,61,110,724,823,2025-12-08
TEC-PH-1253,Cisco IP Phone,Technology,Phones,West DC,SUP-107,463.9,18,9.15,55,220,463,336,2025-11-03
TEC-AC-1254,SanDisk Flash Drive,Technology,Accessories,South DC,SUP-100,565.66,16,14.09,113,338,639,596,2025-12-08
OFF-BI-1255,Avery Binder,Office Supplies,Binders,West DC,SUP-112,30.08,6,20.94,147,273,1240,909,2025-12-01
TEC-AC-1256,Kensington Keyboard,Technology,Accessories,East DC,SUP-100,159.97,16,5.83,64,157,378,221,2025-12-01
TEC-MA-1257,Zebra Label Printer,Technology,Machines,West DC,SUP-114,312.24,16,4.66,51,126,261,199,2025-11-24
OFF-ST-1258,Iris File Box,Office Supplies,Storage,West DC,SUP-110,21.2,14,6.0,66,150,395,338,2025-12-22
TEC-AC-1259,Logitech Mouse,Technology,Accessories,Central DC,SUP-114,206.99,16,3.98,20,84,276,52,2025-10-20
OFF-AR-1260,Newell Highlighters,Office Supplies,Art,East DC,SUP-106,7.71,9,38.64,270,618,2864,371,2025-10-06
OFF-BI-1262,Avery Binder,Office Supplies,Binders,East DC,SUP-100,21.85,16,8.38,50,184,466,345,2025-12-15
OFF-AR-1263,Bic Pens,Office Supplies,Art,South DC,SUP-102,11.2,14,9.56,76,210,684,109,2025-10-20
TEC-MA-1264,Lexmark Printer,Technology,Machines,East DC,SUP-100,467.04,20,3.72,52,126,180,130,2025-12-08
OFF-ST-1265,Iris File Box,Office Supplies,Storage,Central DC,SUP-100,15.24,19,0.74,6,20,45,12,2025-11-17
OFF-BI-1266,Avery Binder,Office Supplies,Binders,Central DC,SUP-108,11.44,11,10.32,124,238,490,486,2025-12-15
TEC-AC-1267,Kensington Keyboard,Technology,Accessories,West DC,SUP-101,366.71,3,26.87,161,242,1752,1470,2025-11-24
FUR-BO-1268,O'Sullivan Bookcase,Furniture,Bookcases,West DC,SUP-114,253.77,16,1.31,13,34,81,86,2025-12-08
FUR-FU-1269,Advantus Task Lamp,Furniture,Furnishings,West DC,SUP-108,243.12,10,0.31,2,5,23,15,2025-12-22
OFF-AR-1270,Sharpie Markers,Office Supplies,Art,South DC,SUP-109,15.62,2,36.22,471,543,1744,1660,2025-12-22
OFF-BI-1271,GBC Binding System,Office Supplies,Binders,East DC,SUP-110,11.19,18,31.85,255,828,1470,1067,2025-11-10
OFF-ST-1272,Fellowes Storage Box,Office Supplies,Storage,East DC,SUP-107,17.51,16,18.14,218,508,948,461,2025-11-10
TEC-MA-1274,Cubify 3D Printer,Technology,Machines,South DC,SUP-100,287.85,17,7.75,85,217,524,155,2025-11-03
FUR-CH-1275,Hbada Office Chair,Furniture,Chairs,Central DC,SUP-112,272.09,8,2.07,14,31,131,10,2025-10-06
FUR-TA-1276,Bretford Conference Table,Furniture,Tables,Central DC,SUP-105,112.56,21,1.39,17,46,91,46,2025-11-03
FUR-CH-1278,Hbada Office Chair,Furniture,Chairs,West DC,SUP-109,84.23,5,1.59,11,19,110,70,2025-11-03
TEC-PH-1280,Samsung Galaxy,Technology,Phones,Central DC,SUP-114,342.17,17,2.19,15,52,117,35,2025-10-06
FUR-CH-1282,HON Executive Chair,Furniture,Chairs,East DC,SUP-108,300.94,9,1.93,17,34,148,90,2025-11-17
OFF-PA-1283,HP Paper Ream,Office Supplies,Paper,South DC,SUP-105,26.47,18,10.63,149,340,664,774,2025-12-08
OFF-PA-1284,Xerox Paper Ream,Office Supplies,Paper,West DC,SUP-108,26.59,11,8.57,43,137,502,425,2025-11-24
FUR-FU-1285,Tenex Chairmat,Furniture,Furnishings,Central DC,SUP-107,335.6,15,4.02,56,116,218,276,2025-12-01
TEC-AC-1286,Kensington Keyboard,Technology,Accessories,West DC,SUP-103,339.83,7,5.71,69,109,279,157,2025-10-20
TEC-PH-1287,Apple iPhone,Technology,Phones,Central DC,SUP-104,467.26,3,4.34,35,48,244,117,2025-12-01
TEC-CO-1288,Canon Copier,Technology,Copiers,West DC,SUP-106,492.42,9,13.66,109,232,620,942,2025-12-15
OFF-AR-1289,Sharpie Markers,Office Supplies,Art,East DC,SUP-102,14.53,15,17.27,173,432,903,1303,2025-12-22
OFF-AR-1290,Sharpie Markers,Office Supplies,Art,Central DC,SUP-106,12.7,12,32.71,229,622,1477,248,2025-11-10
TEC-MA-1291,Cubify 3D Printer,Technology,Machines,East DC,SUP-108,562.06,8,22.73,250,432,1551,627,2025-11-10
TEC-AC-1292,Kensington Keyboard,Technology,Accessories,East DC,SUP-107,171.26,15,6.75,61,162,471,228,2025-10-20
OFF-AR-1293,Sharpie Markers,Office Supplies,Art,West DC,SUP-110,17.66,14,21.42,236,536,1397,1846,2025-12-15
OFF-BI-1294,GBC Binding System,Office Supplies,Binders,West DC,SUP-114,9.59,15,22.59,203,542,1067,1314,2025-12-08
FUR-FU-1295,Tenex Chairmat,Furniture,Furnishings,Central DC,SUP-101,318.66,3,2.16,17,23,135,52,2025-11-17
TEC-MA-1296,Cubify 3D Printer,Technology,Machines,West DC,SUP-109,217.9,2,5.98,42,54,334,280,2025-11-10
FUR-CH-1300,Hbada Office Chair,Furniture,Chairs,South DC,SUP-102,147.43,13,0.87,4,15,69,56,2025-11-24
OFF-BI-1302,GBC Binding System,Office Supplies,Binders,East DC,SUP-102,28.23,17,12.63,88,303,611,661,2025-12-01
OFF-PA-1304,HP Paper Ream,Office Supplies,Paper,South DC,SUP-108,23.38,9,10.32,93,186,707,232,2025-11-10
OFF-PA-1305,HP Paper Ream,Office Supplies,Paper,South DC,SUP-108,21.32,7,27.39,383,575,1457,937,2025-11-10
OFF-BI-1306,Wilson Jones Binder,Office Supplies,Binders,East DC,SUP-102,27.05,14,35.55,178,676,1711,836,2025-11-17
OFF-ST-1307,SimpleHouseware Bin,Office Supplies,Storage,East DC,SUP-112,14.48,6,23.56,212,353,1324,1499,2025-12-08
OFF-AR-1308,Newell Highlighters,Office Supplies,Art,South DC,SUP-112,10.18,9,6.67,93,153,325,252,2025-10-27
TEC-AC-1309,Kensington Keyboard,Technology,Accessories,Central DC,SUP-102,177.3,16,1.53,18,42,78,105,2025-12-01
OFF-BI-1311,Wilson Jones Binder,Office Supplies,Binders,South DC,SUP-112,16.43,8,19.01,190,342,1070,738,2025-11-03
TEC-CO-1312,Hewlett Packard Copier,Technology,Copiers,South DC,SUP-112,470.86,6,2.9,23,40,170,50,2025-11-17
TEC-CO-1313,Canon Copier,Technology,Copiers,East DC,SUP-101,513.06,5,10.15,91,142,715,341,2025-11-17
FUR-CH-1315,Hbada Office Chair,Furniture,Chairs,South DC,SUP-103,306.91,7,3.53,32,57,164,66,2025-11-24
TEC-AC-1317,SanDisk Flash Drive,Technology,Accessories,South DC,SUP-110,464.85,18,3.36,17,77,240,25,2025-10-27
OFF-LA-1318,Avery Labels,Office Supplies,Labels,West DC,SUP-108,18.73,9,5.81,58,110,290,177,2025-10-20
OFF-LA-1319,Avery Labels,Office Supplies,Labels,East DC,SUP-112,11.56,6,9.32,84,140,685,514,2025-12-08
OFF-LA-1321,Hon Label Maker Tape,Office Supplies,Labels,Central DC,SUP-102,17.74,13,17.11,137,359,1014,288,2025-10-13
TEC-CO-1322,Hewlett Packard Copier,Technology,Copiers,Central DC,SUP-107,273.04,15,6.95,70,174,339,215,2025-10-27
OFF-LA-1323,Avery Labels,Office Supplies,Labels,Central DC,SUP-107,21.77,18,15.17,167,440,1052,914,2025-12-15
OFF-AR-1324,Bic Pens,Office Supplies,Art,South DC,SUP-114,15.67,14,31.12,218,654,2059,612,2025-11-10
OFF-ST-1325,Fellowes Storage Box,Office Supplies,Storage,South DC,SUP-104,20.59,4,11.35,68,113,516,124,2025-10-27
OFF-ST-1326,Iris File Box,Office Supplies,Storage,Central DC,SUP-100,11.77,16,14.79,118,355,892,636,2025-12-08
OFF-PA-1327,Boise Paper,Office Supplies,Paper,East DC,SUP-113,23.02,10,18.83,207,395,909,983,2025-12-08
FUR-TA-1329,Bretford Conference Table,Furniture,Tables,East DC,SUP-106,279.18,11,5.32,43,102,282,361,2025-12-15
OFF-BI-1330,Avery Binder,Office Supplies,Binders,South DC,SUP-112,25.25,5,7.73,108,147,538,517,2025-12-01
OFF-BI-1331,GBC Binding System,Office Supplies,Binders,Central DC,SUP-111,24.11,13,45.25,588,1176,3218,1710,2025-10-27
OFF-BI-1332,GBC Binding System,Office Supplies,Binders,Central DC,SUP-105,18.64,18,6.17,80,191,301,192,2025-10-13
OFF-ST-1333,SimpleHouseware Bin,Office Supplies,Storage,Central DC,SUP-103,17.7,6,24.7,124,272,1166,1418,2025-11-17
OFF-BI-1334,GBC Binding System,Office Supplies,Binders,South DC,SUP-111,26.86,12,7.08,35,120,401,531,2025-12-15
OFF-BI-1335,Wilson Jones Binder,Office Supplies,Binders,South DC,SUP-101,19.33,5,21.5,280,388,1359,305,2025-11-10
FUR-CH-1336,Global Task Chair,Furniture,Chairs,East DC,SUP-102,253.87,13,2.04,24,51,101,163,2025-12-15
OFF-BI-1337,GBC Binding System,Office Supplies,Binders,East DC,SUP-110,18.55,14,79.26,634,1744,5236,1825,2025-11-17
OFF-PA-1338,Xerox Paper Ream,Office Supplies,Paper,Central DC,SUP-106,18.63,9,20.29,284,467,1080,1106,2025-12-15
TEC-MA-1339,Lexmark Printer,Technology,Machines,East DC,SUP-114,380.88,13,4.45,22,80,223,91,2025-11-03
OFF-BI-1340,Wilson Jones Binder,Office Supplies,Binders,Central DC,SUP-108,26.88,9,15.96,207,351,963,967,2025-11-24
FUR-FU-1341,Eldon Desk Lamp,Furniture,Furnishings,East DC,SUP-108,273.16,11,5.08,36,92,376,37,2025-10-27
OFF-ST-1343,Iris File Box,Office Supplies,Storage,Central DC,SUP-100,8.03,19,5.66,74,182,418,418,2025-12-22
TEC-AC-1344,Kensington Keyboard,Technology,Accessories,East DC,SUP-106,535.73,10,11.65,93,209,704,643,2025-12-08
OFF-PA-1345,HP Paper Ream,Office Supplies,Paper,East DC,SUP-105,19.19,20,17.44,87,436,1086,690,2025-11-17
FUR-CH-1346,Hbada Office Chair,Furniture,Chairs,West DC,SUP-105,96.66,18,3.46,24,86,240,112,2025-12-22
FUR-CH-1347,Hbada Office Chair,Furniture,Chairs,West DC,SUP-109,205.36,2,2.05,20,24,122,47,2025-10-20
OFF-LA-1348,Avery Labels,Office Supplies,Labels,Central DC,SUP-103,23.3,5,14.87,119,193,957,512,2025-12-01
OFF-ST-1349,Fellowes Storage Box,Office Supplies,Storage,West DC,SUP-102,16.11,14,7.62,69,176,470,425,2025-12-15
OFF-AR-1350,Bic Pens,Office Supplies,Art,East DC,SUP-105,27.72,22,8.17,49,229,405,591,2025-12-22
TEC-CO-1351,Canon Copier,Technology,Copiers,Central DC,SUP-111,268.85,11,3.37,47,84,217,200,2025-12-22
FUR-BO-1352,Sauder Bookcase,Furniture,Bookcases,Central DC,SUP-112,119.97,7,0.83,12,18,53,33,2025-11-17
OFF-AR-1353,Sharpie Markers,Office Supplies,Art,Central DC,SUP-106,23.41,12,29.69,148,504,1757,602,2025-10-27
OFF-LA-1354,Hon Label Maker Tape,Office Supplies,Labels,West DC,SUP-100,7.58,16,2.95,27,74,150,139,2025-12-01
OFF-LA-1355,Hon Label Maker Tape,Office Supplies,Labels,West DC,SUP-113,23.08,11,13.14,79,224,767,534,2025-11-24
TEC-MA-1356,Zebra Label Printer,Technology,Machines,West DC,SUP-100,439.2,17,1.55,16,42,89,91,2025-12-15
OFF-PA-1357,Xerox Paper Ream,Office Supplies,Paper,West DC,SUP-110,16.0,15,35.42,496,1027,1776,2048,2025-12-15
OFF-PA-1358,HP Paper Ream,Office Supplies,Paper,Central DC,SUP-102,13.12,17,26.85,295,751,1401,1928,2025-12-15
TEC-CO-1359,Canon Copier,Technology,Copiers,East DC,SUP-111,380.17,12,0.61,8,15,50,14,2025-11-24
TEC-CO-1360,Hewlett Packard Copier,Technology,Copiers,West DC,SUP-100,228.52,18,9.7,58,233,616,274,2025-12-08
FUR-TA-1361,Bush Somerset Table,Furniture,Tables,Central DC,SUP-114,333.17,17,2.72,35,81,136,98,2025-10-13
