customer_id,tenure_months,avg_order_value,orders_last_90d,days_since_last_order,support_tickets,plan_type,region,churned_next_30d,cancellation_reason,refund_after_churn
CUST-102759,42,220.57,2,98,1,basic,NCR,0,,0
CUST-102760,56,1839.16,2,173,1,standard,NCR,0,,0
CUST-102761,38,779.72,4,10,2,standard,Region XI,0,,0
CUST-102762,40,1968.89,6,164,2,basic,Region VII,0,,0
CUST-102763,43,1055.03,4,72,2,basic,Region III,0,,0
CUST-102764,39,1737.21,2,173,2,basic,NCR,1,poor_support,0
CUST-102765,49,291.61,8,83,0,basic,Region IV-A,0,,0
CUST-102766,20,1214.23,3,26,1,basic,Region IV-A,0,,0
CUST-102767,6,1486.86,1,98,2,standard,NCR,1,poor_support,0
CUST-102768,29,1534.41,5,157,0,basic,Region IV-A,0,,0
CUST-102769,1,707.81,0,96,2,standard,Region IV-A,0,,0
CUST-102770,3,1147.74,1,9,3,premium,Region XI,0,,0
CUST-102771,3,1560.21,0,194,1,basic,NCR,0,,0
CUST-102772,5,847.13,0,149,1,premium,NCR,1,unknown,0
CUST-102773,42,417.54,6,176,0,basic,Region IV-A,0,,0
CUST-102774,36,1445.06,1,184,0,standard,Region III,0,,0
CUST-102775,56,1198.03,7,140,3,premium,Region XI,0,,0
CUST-102776,18,917.76,1,96,1,standard,Region VII,0,,0
CUST-102777,20,113.63,0,195,2,basic,Region III,0,,0
CUST-102778,29,1879.33,2,1,1,basic,Region III,0,,0
CUST-102779,47,629.78,2,65,0,basic,Region VII,0,,0
CUST-102780,55,1748.38,7,74,2,premium,Region XI,0,,0
CUST-102781,44,1587.46,7,60,4,basic,Region III,0,,0
CUST-102782,30,906.54,1,30,4,standard,Region III,0,,0
CUST-102783,58,154.32,2,92,3,basic,Region VII,0,,0
CUST-102784,11,1157.28,1,45,5,basic,Region XI,0,,0
CUST-102785,28,1908.34,0,136,1,basic,Region III,0,,0
CUST-102786,15,1298.72,1,162,2,basic,Region IV-A,0,,0
CUST-102787,10,1273.27,0,141,2,standard,Region VII,0,,0
CUST-102788,24,1292.77,3,122,2,basic,Region IV-A,0,,0
CUST-102789,46,1404.54,5,130,1,basic,Region VII,0,,0
CUST-102790,19,1010.76,2,69,3,standard,Region IV-A,0,,0
CUST-102791,49,1934.62,4,38,3,basic,Region XI,0,,0
CUST-102792,37,1154.35,4,60,2,standard,Region VII,0,,0
CUST-102793,42,1708.8,7,43,1,standard,Region XI,0,,0
CUST-102794,15,645.52,1,111,1,standard,Region XI,0,,0
CUST-102795,51,786.21,4,62,0,basic,Region III,0,,0
CUST-102796,13,473.68,4,95,1,basic,Region XI,0,,0
CUST-102797,22,1327.96,1,86,0,standard,NCR,1,too_expensive,0
CUST-102798,47,971.26,2,128,0,premium,Region III,0,,0
CUST-102799,41,1300.03,4,72,0,basic,NCR,0,,0
CUST-102800,18,1135.27,4,130,1,basic,NCR,0,,0
CUST-102801,16,718.48,1,133,1,basic,Region VII,0,,0
CUST-102802,26,1621.5,2,103,2,standard,NCR,0,,0
CUST-102803,27,397.04,1,133,2,basic,NCR,0,,0
CUST-102804,4,1894.95,1,52,0,premium,Region IV-A,0,,0
CUST-102805,15,429.81,2,63,0,basic,Region XI,0,,0
CUST-102806,10,1128.68,1,140,1,premium,Region XI,1,poor_support,0
CUST-102807,10,1589.91,2,149,1,basic,Region XI,0,,0
CUST-102808,21,1607.87,2,101,1,basic,NCR,0,,0
CUST-102809,3,1073.35,0,73,0,basic,NCR,0,,0
CUST-102810,40,2695.47,5,9,2,basic,Region III,0,,0
CUST-102811,40,2641.84,5,6,3,premium,Region III,0,,0
CUST-102812,14,713.77,1,150,1,basic,NCR,0,,0
CUST-102813,52,422.84,5,130,1,basic,Region IV-A,0,,0
CUST-102814,36,1898.48,4,84,3,premium,Region IV-A,0,,0
CUST-102815,19,928.86,1,157,1,basic,Region IV-A,0,,0
CUST-102816,12,1163.29,2,112,0,basic,NCR,0,,0
CUST-102817,26,1226.89,1,135,1,basic,Region IV-A,0,,0
CUST-102818,57,492.47,7,89,1,basic,Region IV-A,0,,0
CUST-102819,1,1000.4,0,37,0,premium,Region III,0,,0
CUST-102820,2,1177.55,0,152,1,basic,Region VII,0,,0
CUST-102821,25,1405.24,2,86,2,standard,Region XI,0,,0
CUST-102822,55,313.55,3,152,0,basic,Region XI,0,,0
CUST-102823,17,527.77,1,159,1,basic,Region VII,0,,0
CUST-102824,45,651.82,2,82,0,standard,Region VII,0,,0
CUST-102825,34,1106.56,2,14,4,standard,NCR,0,,0
CUST-102826,12,1033.94,2,195,1,standard,Region III,1,no_longer_needed,1
CUST-102827,54,205.01,6,188,1,basic,NCR,0,,0
CUST-102828,10,861.15,1,181,0,basic,Region IV-A,0,,0
CUST-102829,30,1231.02,0,8,2,standard,Region VII,0,,0
CUST-102830,40,1262.43,4,80,0,standard,Region VII,0,,0
CUST-102831,40,403.28,5,37,1,basic,NCR,0,,0
CUST-102832,51,800.32,4,131,1,basic,Region IV-A,0,,0
CUST-102833,42,2026.6,6,122,0,standard,Region XI,0,,0
CUST-102834,39,1719.79,5,159,0,basic,NCR,0,,0
CUST-102835,9,782.71,1,94,1,standard,Region IV-A,0,,0
CUST-102836,19,1914.65,1,124,2,standard,Region III,0,,0
CUST-102837,21,606.91,4,120,0,basic,Region XI,1,unknown,0
CUST-102838,22,1477.05,1,172,0,basic,Region IV-A,0,,0
CUST-102839,7,1397.53,0,90,1,standard,Region VII,0,,0
CUST-102840,6,1086.5,0,10,2,standard,Region IV-A,0,,0
CUST-102841,27,1638.62,6,166,2,premium,Region XI,0,,0
CUST-102842,43,388.35,5,45,3,standard,Region III,0,,0
CUST-102843,53,1386.55,6,193,2,basic,Region VII,1,too_expensive,1
CUST-102844,56,356.8,6,192,2,basic,Region IV-A,0,,0
CUST-102845,29,2060.34,2,154,1,standard,Region IV-A,0,,0
CUST-102846,53,1058.31,7,67,2,basic,Region VII,0,,0
CUST-102847,27,655.59,2,118,1,standard,NCR,0,,0
CUST-102848,28,1387.72,3,187,1,basic,Region XI,0,,0
CUST-102849,13,878.54,3,75,1,basic,Region VII,0,,0
CUST-102850,38,1202.33,3,47,1,basic,Region IV-A,0,,0
CUST-102851,19,1376.01,2,126,1,premium,Region IV-A,0,,0
CUST-102852,29,1540.32,0,185,1,standard,Region VII,0,,0
CUST-102853,56,796.6,3,158,1,standard,Region IV-A,0,,0
CUST-102854,33,658.88,4,73,0,basic,Region VII,1,no_longer_needed,0
CUST-102855,18,1741.12,0,157,1,premium,Region IV-A,0,,0
CUST-102856,40,2424.92,5,176,3,premium,Region VII,0,,0
CUST-102857,44,833.44,5,1,0,basic,Region III,0,,0
CUST-102858,36,1574.85,3,143,1,standard,NCR,0,,0
CUST-102859,3,1858.62,0,139,1,premium,Region IV-A,1,unknown,0
CUST-102860,14,1754.85,1,105,2,basic,Region XI,0,,0
CUST-102861,8,446.15,0,40,2,basic,NCR,0,,0
CUST-102862,57,1273.11,9,164,1,standard,Region XI,0,,0
CUST-102863,19,966.54,1,106,2,basic,Region IV-A,1,unknown,0
CUST-102864,28,1273.34,1,181,0,standard,Region III,0,,0
CUST-102865,54,846.56,2,149,1,standard,Region IV-A,0,,0
CUST-102866,59,847.72,1,58,1,basic,Region XI,0,,0
CUST-102867,13,1471.06,0,191,1,basic,Region XI,0,,0
CUST-102868,51,712.62,7,73,0,standard,Region VII,0,,0
CUST-102869,43,1136.72,2,7,2,basic,Region IV-A,0,,0
CUST-102870,37,736.61,2,10,0,basic,Region XI,0,,0
CUST-102871,10,987.6,0,65,1,basic,Region XI,0,,0
CUST-102872,41,966.6,3,46,1,standard,Region VII,0,,0
CUST-102873,37,1470.28,2,12,3,basic,Region XI,0,,0
CUST-102874,27,410.9,2,169,2,basic,Region XI,0,,0
CUST-102875,35,1243.61,4,154,0,standard,NCR,0,,0
CUST-102876,13,1541.6,1,7,1,basic,NCR,0,,0
CUST-102877,37,1281.55,2,34,3,standard,Region IV-A,0,,0
CUST-102878,10,515.58,0,168,0,basic,Region XI,0,,0
CUST-102879,17,753.57,1,24,2,standard,Region III,0,,0
CUST-102880,30,983.02,4,14,0,basic,Region XI,0,,0
CUST-102881,10,259.18,2,19,1,basic,Region XI,0,,0
CUST-102882,54,1163.9,7,159,2,basic,NCR,0,,0
CUST-102883,53,921.46,11,142,0,premium,Region IV-A,0,,0
CUST-102884,28,666.02,6,105,1,standard,Region III,0,,0
CUST-102885,34,2006.77,2,18,2,basic,NCR,0,,0
CUST-102886,18,1802.81,0,116,0,basic,Region VII,0,,0
CUST-102887,13,664.83,3,89,2,basic,Region III,0,,0
CUST-102888,57,1603.18,11,53,1,basic,Region IV-A,0,,0
CUST-102889,25,518.09,3,32,2,basic,Region VII,0,,0
CUST-102890,57,1770.17,2,7,1,premium,Region IV-A,0,,0
CUST-102891,4,1671.71,0,126,2,basic,NCR,0,,0
CUST-102892,7,1171.54,1,135,0,premium,NCR,0,,0
CUST-102893,29,318.85,5,28,3,basic,Region III,0,,0
CUST-102894,47,1170.98,5,55,1,standard,NCR,0,,0
CUST-102895,26,554.73,0,46,1,basic,Region XI,0,,0
CUST-102896,50,580.66,4,195,1,basic,NCR,0,,0
CUST-102897,8,664.31,1,171,0,standard,NCR,0,,0
CUST-102898,51,104.46,5,19,1,basic,NCR,0,,0
CUST-102899,27,1213.87,1,3,0,premium,Region VII,0,,0
CUST-102900,17,904.13,2,184,2,standard,Region IV-A,1,too_expensive,0
CUST-102901,38,1116.84,5,6,1,premium,Region VII,0,,0
CUST-102902,46,654.49,2,44,1,standard,Region III,0,,0
CUST-102903,55,1400.39,9,146,3,basic,Region III,0,,0
CUST-102904,6,1035.47,0,33,1,basic,Region VII,0,,0
CUST-102905,42,586.06,2,42,2,standard,NCR,0,,0
CUST-102906,19,951.19,2,139,3,basic,Region III,0,,0
CUST-102907,30,728.18,1,46,2,standard,NCR,0,,0
CUST-102908,28,1333.11,3,126,0,basic,Region IV-A,0,,0
CUST-102909,46,772.35,4,1,2,standard,Region XI,0,,0
CUST-102910,24,1478.29,0,191,1,basic,Region XI,0,,0
CUST-102911,17,1420.59,2,102,0,basic,Region VII,0,,0
CUST-102912,29,1703.08,4,110,0,premium,Region VII,0,,0
CUST-102913,40,764.26,6,79,1,standard,Region III,0,,0
CUST-102914,50,715.99,8,105,0,basic,Region VII,0,,0
CUST-102915,1,770.47,1,166,2,basic,Region XI,0,,0
CUST-102916,34,1144.52,2,195,1,standard,Region IV-A,0,,0
CUST-102917,5,1547.04,0,20,0,basic,NCR,0,,0
CUST-102918,37,918.46,1,96,0,standard,Region VII,0,,0
CUST-102919,37,1567.7,1,199,0,standard,NCR,0,,0
CUST-102920,51,379.33,2,154,4,basic,Region III,0,,0
CUST-102921,12,549.54,0,11,0,basic,NCR,0,,0
CUST-102922,47,484.8,5,182,2,basic,NCR,0,,0
CUST-102923,41,1329.6,3,44,1,basic,Region VII,0,,0
CUST-102924,40,1958.39,4,30,1,standard,Region VII,0,,0
CUST-102925,38,599.86,3,27,1,basic,Region IV-A,0,,0
CUST-102926,33,1103.21,5,46,1,premium,Region III,0,,0
CUST-102927,4,980.02,0,155,3,standard,Region VII,0,,0
CUST-102928,48,464.51,5,50,0,basic,Region IV-A,0,,0
CUST-102929,24,862.67,1,56,1,standard,Region III,0,,0
CUST-102930,7,730.85,2,111,1,basic,Region IV-A,0,,0
CUST-102931,37,735.17,3,4,2,basic,Region VII,0,,0
CUST-102932,56,529.46,4,68,0,standard,Region IV-A,0,,0
CUST-102933,43,594.2,2,106,3,basic,Region XI,0,,0
CUST-102934,15,1943.55,0,130,1,basic,Region IV-A,0,,0
CUST-102935,49,315.07,4,47,1,basic,Region IV-A,0,,0
CUST-102936,50,887.72,1,39,1,basic,Region VII,0,,0
CUST-102937,20,1088.37,4,123,0,standard,Region III,0,,0
CUST-102938,31,2859.93,4,51,1,premium,Region VII,0,,0
CUST-102939,50,1115.56,3,89,0,standard,Region VII,0,,0
CUST-102940,10,2454.34,0,189,0,premium,Region III,0,,0
CUST-102941,21,1101.43,1,17,3,standard,Region III,0,,0
CUST-102942,27,581.45,4,179,4,basic,NCR,1,poor_support,0
CUST-102943,1,1479.6,0,180,2,premium,NCR,1,poor_support,0
CUST-102944,10,370.08,0,196,2,basic,NCR,0,,0
CUST-102945,36,923.42,2,45,1,basic,Region VII,0,,0
CUST-102946,16,1215.9,1,88,1,premium,NCR,0,,0
CUST-102947,15,833.73,4,1,0,standard,Region IV-A,0,,0
CUST-102948,18,1991.19,0,80,3,premium,NCR,0,,0
CUST-102949,8,686.65,1,116,1,basic,Region VII,0,,0
CUST-102950,38,468.46,7,159,0,standard,Region VII,0,,0
CUST-102951,16,1060.62,0,165,0,basic,Region III,1,unknown,0
CUST-102952,39,1189.54,1,33,0,basic,Region VII,0,,0
CUST-102953,49,3032.26,6,98,3,premium,Region III,0,,0
CUST-102954,29,920.59,1,4,1,basic,Region VII,0,,0
CUST-102955,54,903.34,9,169,0,standard,Region VII,0,,0
CUST-102956,12,1670.07,3,155,1,premium,Region IV-A,0,,0
CUST-102957,57,987.05,5,14,2,premium,Region VII,0,,0
CUST-102958,19,582.52,3,180,3,basic,Region XI,1,found_alternative,0
CUST-102959,18,1133.09,1,57,3,basic,Region IV-A,0,,0
CUST-102960,58,1316.1,10,167,1,premium,Region III,0,,0
CUST-102961,27,505.23,4,128,0,standard,Region IV-A,0,,0
CUST-102962,45,683.43,3,130,1,basic,Region IV-A,0,,0
CUST-102963,48,871.98,6,154,1,basic,NCR,0,,0
CUST-102964,27,699.21,2,48,0,basic,Region XI,0,,0
CUST-102965,19,879.68,1,15,4,premium,Region IV-A,0,,0
CUST-102966,29,138.43,1,153,1,basic,Region XI,0,,0
CUST-102967,23,1501.13,2,122,0,standard,Region XI,0,,0
CUST-102968,25,1175.81,0,123,1,basic,NCR,0,,0
CUST-102969,14,544.2,1,153,1,basic,NCR,0,,0
CUST-102970,54,780.49,7,148,1,standard,NCR,0,,0
CUST-102971,34,1259.58,2,25,2,premium,Region IV-A,0,,0
CUST-102972,47,1287.63,2,30,0,basic,Region III,0,,0
CUST-102973,39,877.89,3,29,1,basic,NCR,0,,0
CUST-102974,21,1881.16,2,72,0,standard,Region IV-A,0,,0
CUST-102975,19,865.17,3,101,0,basic,Region III,0,,0
CUST-102976,58,478.17,6,137,1,basic,Region XI,0,,0
CUST-102977,2,807.45,0,86,0,standard,Region VII,0,,0
CUST-102978,18,1083.1,2,9,0,basic,Region XI,0,,0
CUST-102979,44,2100.57,4,85,3,standard,Region IV-A,0,,0
CUST-102980,33,902.13,3,106,1,basic,Region VII,0,,0
CUST-102981,37,1662.15,4,173,1,standard,NCR,0,,0
CUST-102982,2,1265.17,2,53,1,standard,Region VII,0,,0
CUST-102983,13,1207.7,2,13,1,standard,Region IV-A,0,,0
CUST-102984,36,2216.72,3,108,3,standard,NCR,0,,0
CUST-102985,19,669.01,3,147,1,standard,NCR,0,,0
CUST-102986,28,666.09,5,97,0,basic,Region III,0,,0
CUST-102987,57,596.7,6,163,1,basic,Region III,0,,0
CUST-102988,38,798.29,1,55,3,basic,Region III,0,,0
CUST-102989,38,559.26,1,76,0,standard,Region VII,0,,0
CUST-102990,12,776.98,2,193,3,basic,Region IV-A,1,unknown,0
CUST-102991,36,532.24,2,138,1,basic,Region III,1,no_longer_needed,1
CUST-102992,57,804.81,2,171,2,standard,Region VII,0,,0
CUST-102993,38,1734.26,7,117,0,standard,Region IV-A,0,,0
CUST-102994,47,494.89,3,50,1,basic,Region VII,0,,0
CUST-102995,57,2271.33,8,52,2,basic,Region IV-A,0,,0
CUST-102996,54,1131.84,3,44,1,standard,Region VII,0,,0
CUST-102997,21,770.59,4,102,0,premium,Region XI,0,,0
CUST-102998,18,1663.59,1,71,1,standard,NCR,0,,0
CUST-102999,17,134.92,2,11,0,basic,NCR,0,,0
CUST-103000,46,613.23,4,71,1,standard,Region VII,0,,0
CUST-103001,23,995.7,4,161,1,basic,Region IV-A,0,,0
CUST-103002,49,697.47,4,113,1,basic,Region III,0,,0
CUST-103003,48,1171.46,5,11,1,basic,NCR,0,,0
CUST-103004,40,558.08,2,77,1,basic,Region XI,0,,0
CUST-103005,8,804.95,1,58,2,standard,NCR,0,,0
CUST-103006,42,865.42,6,10,0,standard,Region IV-A,0,,0
CUST-103007,13,1279.17,2,81,1,standard,Region III,0,,0
CUST-103008,33,1439.82,5,79,1,standard,Region III,0,,0
CUST-103009,14,377.29,1,99,1,basic,Region VII,0,,0
CUST-103010,4,1773.0,0,147,1,standard,Region IV-A,0,,0
CUST-103011,38,2454.41,3,106,1,standard,NCR,0,,0
CUST-103012,27,1033.13,2,49,2,standard,NCR,0,,0
CUST-103013,38,927.5,3,120,1,basic,Region XI,0,,0
CUST-103014,29,782.86,0,38,2,standard,Region III,0,,0
CUST-103015,22,1628.85,2,183,0,standard,Region IV-A,0,,0
CUST-103016,1,139.91,0,120,0,basic,Region VII,0,,0
CUST-103017,17,2379.34,0,95,1,premium,Region XI,0,,0
CUST-103018,52,1668.94,6,52,0,basic,Region III,0,,0
CUST-103019,45,356.7,7,130,0,basic,Region III,0,,0
CUST-103020,28,736.82,1,24,0,standard,Region IV-A,0,,0
CUST-103021,2,964.44,0,17,2,standard,Region III,0,,0
CUST-103022,59,1542.42,7,122,2,standard,Region VII,0,,0
CUST-103023,44,286.76,5,168,2,basic,Region VII,0,,0
CUST-103024,2,1173.13,2,175,2,premium,Region III,0,,0
CUST-103025,13,1098.74,2,67,0,basic,Region III,0,,0
CUST-103026,11,335.12,1,121,0,basic,Region VII,0,,0
CUST-103027,54,995.84,4,118,2,standard,Region IV-A,0,,0
CUST-103028,57,832.9,6,64,3,basic,Region IV-A,0,,0
CUST-103029,25,660.98,2,196,3,standard,Region XI,0,,0
CUST-103030,11,1408.36,1,32,1,premium,Region VII,0,,0
CUST-103031,38,850.73,1,151,0,basic,Region VII,0,,0
CUST-103032,17,528.41,0,176,1,basic,Region IV-A,0,,0
CUST-103033,8,261.9,2,81,0,basic,Region XI,0,,0
CUST-103034,16,494.44,1,113,1,standard,NCR,1,found_alternative,1
CUST-103035,15,1304.79,1,90,4,standard,NCR,1,no_longer_needed,1
CUST-103036,4,1653.03,1,11,1,premium,Region VII,0,,0
CUST-103037,42,885.96,3,29,0,standard,Region VII,0,,0
CUST-103038,21,1307.57,0,58,2,premium,Region III,0,,0
CUST-103039,33,579.79,4,126,1,basic,Region VII,0,,0
CUST-103040,33,1557.18,5,157,2,basic,NCR,0,,0
CUST-103041,46,587.02,1,110,1,basic,Region VII,1,unknown,1
CUST-103042,45,2256.23,4,135,2,standard,Region III,0,,0
CUST-103043,34,464.25,1,118,0,basic,Region IV-A,0,,0
CUST-103044,50,1386.14,7,134,3,basic,Region III,0,,0
CUST-103045,34,335.8,2,53,1,basic,Region VII,0,,0
CUST-103046,2,960.68,1,33,3,basic,NCR,0,,0
CUST-103047,51,556.64,5,142,1,standard,Region XI,0,,0
CUST-103048,46,1132.19,3,116,2,premium,Region IV-A,0,,0
CUST-103049,26,1368.87,0,59,2,basic,Region III,0,,0
CUST-103050,23,565.91,2,28,2,standard,Region XI,0,,0
CUST-103051,53,1724.43,6,89,1,basic,NCR,0,,0
CUST-103052,26,1238.88,4,109,0,basic,Region IV-A,0,,0
CUST-103053,22,1232.95,3,29,1,basic,NCR,0,,0
CUST-103054,44,1480.94,6,191,0,standard,Region XI,0,,0
CUST-103055,20,2045.66,0,143,1,standard,NCR,0,,0
CUST-103056,24,1212.68,0,142,4,standard,Region III,0,,0
CUST-103057,46,780.98,2,35,3,standard,Region VII,0,,0
CUST-103058,14,1100.67,0,152,0,basic,Region XI,1,found_alternative,0
CUST-103059,1,1000.56,0,117,1,standard,Region IV-A,0,,0
CUST-103060,20,1856.29,0,134,1,standard,Region III,0,,0
CUST-103061,11,779.51,1,165,2,basic,Region III,0,,0
CUST-103062,22,1280.35,2,103,3,basic,Region XI,0,,0
CUST-103063,5,416.5,3,117,0,basic,Region XI,0,,0
CUST-103064,35,737.54,5,22,1,basic,NCR,0,,0
CUST-103065,31,752.28,1,120,0,basic,Region XI,0,,0
CUST-103066,17,1611.09,3,179,1,basic,Region XI,0,,0
CUST-103067,38,1822.94,3,175,0,premium,Region IV-A,0,,0
CUST-103068,9,1019.7,0,34,2,premium,Region III,0,,0
CUST-103069,1,1048.78,1,199,0,standard,Region IV-A,0,,0
CUST-103070,29,882.43,2,82,1,standard,Region VII,0,,0
CUST-103071,10,1838.23,4,39,0,premium,Region III,0,,0
CUST-103072,51,1316.06,6,111,1,basic,Region III,0,,0
CUST-103073,18,1772.38,1,95,1,standard,Region IV-A,1,no_longer_needed,0
CUST-103074,26,1556.15,3,85,1,standard,NCR,0,,0
CUST-103075,18,1068.85,2,72,0,premium,Region IV-A,0,,0
CUST-103076,26,1002.16,1,152,1,standard,NCR,0,,0
CUST-103077,6,1378.87,1,13,1,basic,NCR,0,,0
CUST-103078,56,1918.94,6,92,2,standard,Region III,0,,0
CUST-103079,11,324.15,0,73,0,basic,Region VII,0,,0
CUST-103080,24,1083.46,1,136,3,basic,Region XI,0,,0
CUST-103081,50,1019.33,4,139,1,standard,Region IV-A,0,,0
CUST-103082,26,1173.71,0,188,1,standard,Region VII,0,,0
CUST-103083,42,1223.28,1,170,1,basic,Region III,0,,0
CUST-103084,5,815.36,0,182,1,basic,Region VII,0,,0
CUST-103085,18,1124.78,1,164,1,standard,Region VII,0,,0
CUST-103086,45,396.36,4,131,2,basic,Region III,0,,0
CUST-103087,16,1002.0,3,4,1,standard,Region IV-A,0,,0
CUST-103088,25,724.7,1,171,1,basic,Region VII,0,,0
CUST-103089,5,952.79,0,79,0,standard,Region III,0,,0
CUST-103090,30,693.11,6,72,3,basic,Region VII,0,,0
CUST-103091,21,2517.98,2,189,0,premium,Region III,0,,0
CUST-103092,51,1812.14,8,102,2,premium,Region IV-A,0,,0
CUST-103093,24,355.48,1,110,1,basic,NCR,0,,0
CUST-103094,49,464.35,1,63,2,standard,Region IV-A,0,,0
CUST-103095,54,983.32,6,196,1,standard,Region IV-A,0,,0
CUST-103096,50,1461.05,6,74,2,basic,Region XI,0,,0
CUST-103097,44,676.3,3,68,2,standard,Region III,0,,0
CUST-103098,35,1929.5,3,153,1,premium,NCR,1,too_expensive,0
CUST-103099,29,729.56,5,79,0,standard,NCR,0,,0
CUST-103100,5,1231.91,1,188,0,premium,Region IV-A,0,,0
CUST-103101,8,711.85,1,91,0,basic,Region XI,0,,0
CUST-103102,23,1415.04,4,136,0,premium,Region XI,0,,0
CUST-103103,39,897.73,1,170,3,premium,Region XI,1,found_alternative,0
CUST-103104,1,348.48,0,193,3,basic,Region III,1,unknown,1
CUST-103105,56,622.92,3,58,0,basic,Region IV-A,0,,0
CUST-103106,59,500.07,3,71,2,standard,Region XI,0,,0
CUST-103107,5,1186.61,0,87,1,premium,Region XI,0,,0
CUST-103108,6,928.48,0,96,2,basic,Region IV-A,1,no_longer_needed,0
CUST-103109,51,406.32,4,157,3,basic,Region IV-A,0,,0
CUST-103110,12,824.0,0,196,3,standard,NCR,1,no_longer_needed,0
CUST-103111,11,855.27,1,66,2,basic,NCR,0,,0
CUST-103112,12,572.26,0,1,2,standard,Region IV-A,0,,0
CUST-103113,42,1183.6,2,81,2,standard,Region IV-A,0,,0
CUST-103114,8,1356.94,2,19,0,premium,Region IV-A,0,,0
CUST-103115,11,463.79,2,176,4,basic,Region III,1,found_alternative,0
CUST-103116,24,2144.91,2,154,3,premium,Region III,0,,0
CUST-103117,36,639.77,4,70,1,standard,Region IV-A,0,,0
CUST-103118,59,1570.24,8,86,3,premium,Region XI,0,,0
CUST-103119,15,989.93,2,109,0,basic,Region XI,0,,0
CUST-103120,16,643.44,1,146,2,standard,NCR,0,,0
CUST-103121,32,728.1,0,13,0,standard,Region III,0,,0
CUST-103122,25,1322.24,4,76,0,standard,Region IV-A,0,,0
CUST-103123,36,1272.82,5,190,1,basic,Region III,0,,0
CUST-103124,15,941.68,1,80,3,basic,Region III,0,,0
CUST-103125,37,1069.31,0,132,2,basic,NCR,0,,0
CUST-103126,55,586.95,7,51,2,basic,Region IV-A,0,,0
CUST-103127,41,1677.26,7,192,0,standard,Region XI,0,,0
CUST-103128,44,860.85,3,126,0,premium,Region XI,0,,0
CUST-103129,5,1141.85,0,162,0,standard,NCR,0,,0
CUST-103130,54,1400.09,7,199,0,basic,Region VII,0,,0
CUST-103131,42,1307.38,3,152,1,basic,Region XI,0,,0
CUST-103132,38,107.01,3,38,2,basic,Region VII,0,,0
CUST-103133,10,1231.62,0,27,2,basic,NCR,1,unknown,0
CUST-103134,33,829.43,4,59,1,standard,Region III,0,,0
CUST-103135,40,570.27,4,97,3,basic,Region VII,0,,0
CUST-103136,37,913.12,2,64,1,basic,Region XI,0,,0
CUST-103137,8,632.89,0,3,1,standard,Region III,0,,0
CUST-103138,3,991.12,0,23,1,basic,Region III,0,,0
CUST-103139,29,1360.75,2,112,0,basic,Region III,0,,0
CUST-103140,43,1919.32,4,3,1,standard,Region XI,0,,0
CUST-103141,23,2088.88,2,191,2,basic,NCR,0,,0
CUST-103142,41,1180.29,4,53,0,standard,Region III,0,,0
CUST-103143,58,530.08,2,77,1,basic,NCR,0,,0
CUST-103144,53,685.1,5,58,0,standard,Region XI,0,,0
CUST-103145,38,2303.68,3,69,2,basic,NCR,0,,0
CUST-103146,43,649.86,3,128,3,basic,Region IV-A,0,,0
CUST-103147,6,391.83,1,57,2,standard,NCR,0,,0
CUST-103148,6,465.4,1,100,3,basic,Region IV-A,0,,0
CUST-103149,42,552.11,3,115,2,basic,Region IV-A,0,,0
CUST-103150,48,1242.87,3,165,0,basic,Region VII,0,,0
CUST-103151,12,1730.61,0,180,0,basic,Region IV-A,0,,0
CUST-103152,35,1318.84,0,46,1,basic,Region IV-A,0,,0
CUST-103153,17,1698.68,2,117,2,premium,Region III,0,,0
CUST-103154,7,1755.85,1,17,2,basic,Region XI,0,,0
CUST-103155,23,1545.35,4,150,1,standard,Region VII,0,,0
CUST-103156,27,1540.54,3,82,2,basic,Region VII,0,,0
CUST-103157,46,550.83,7,73,0,basic,Region VII,0,,0
CUST-103158,52,607.74,6,167,3,standard,Region III,0,,0
CUST-103159,56,677.77,6,74,2,standard,Region XI,0,,0
CUST-103160,7,1324.63,2,57,0,premium,Region XI,0,,0
CUST-103161,55,2120.21,4,47,3,basic,Region IV-A,0,,0
CUST-103162,31,574.68,4,135,2,basic,Region III,0,,0
CUST-103163,11,686.54,0,19,1,standard,Region III,0,,0
CUST-103164,39,2714.09,1,183,0,basic,Region III,0,,0
CUST-103165,4,957.62,1,167,2,basic,Region XI,1,no_longer_needed,0
CUST-103166,28,615.65,1,20,4,basic,Region III,0,,0
CUST-103167,49,324.94,3,145,2,basic,Region XI,0,,0
CUST-103168,58,552.24,5,1,2,standard,Region III,0,,0
CUST-103169,18,1987.63,1,26,2,premium,Region XI,0,,0
CUST-103170,11,441.75,0,124,0,standard,Region XI,0,,0
CUST-103171,35,778.77,5,107,3,basic,Region VII,0,,0
CUST-103172,10,1951.93,2,164,2,standard,NCR,0,,0
CUST-103173,58,818.12,3,125,1,standard,Region VII,0,,0
CUST-103174,20,1207.32,1,11,1,standard,Region XI,0,,0
CUST-103175,11,750.98,4,172,2,standard,Region XI,0,,0
CUST-103176,15,2765.22,2,65,2,premium,Region IV-A,0,,0
CUST-103177,23,1026.32,4,28,0,basic,Region IV-A,0,,0
CUST-103178,44,1923.3,4,79,2,standard,Region III,0,,0
CUST-103179,52,1079.99,5,22,2,standard,Region III,0,,0
CUST-103180,44,1547.89,4,50,3,premium,Region VII,0,,0
CUST-103181,39,1705.62,4,51,1,premium,Region XI,0,,0
